system_time, x, y, z 
7.50798,-0.0982225,0.0736863,0.0296113
7.62599,-0.0983187,0.0708939,0.0414325
7.74098,-0.0971565,0.0688634,0.0529539
7.855,-0.0949681,0.0675897,0.0643026
7.96898,-0.0918531,0.0669055,0.0757428
8.08598,-0.088333,0.0666235,0.0867918
8.2,-0.0850774,0.0667934,0.092771
8.31801,-0.0821147,0.067343,0.0966013
8.43199,-0.0797399,0.0682188,0.0967232
8.55,-0.0779319,0.0694703,0.0967232
8.666,-0.0773418,0.0710316,0.0967232
8.782,-0.077789,0.0728405,0.0967232
8.89699,-0.0787939,0.0749838,0.0967232
9.00899,-0.0800165,0.077485,0.0967232
9.12401,-0.0811143,0.0805412,0.0967181
9.24199,-0.0816194,0.0840327,0.0967181
9.356,-0.081645,0.0876205,0.0967181
9.47099,-0.0813005,0.0913307,0.0967181
9.59099,-0.0808132,0.095197,0.096713
9.709,-0.0809489,0.0990895,0.096713
9.82899,-0.0819473,0.10358,0.096713
9.94499,-0.0837956,0.108681,0.0895248
10.062,-0.0858836,0.114454,0.0778866
10.178,-0.0878554,0.120244,0.0663143
10.292,-0.0886598,0.125393,0.0548945
10.407,-0.0876546,0.129787,0.0434645
10.526,-0.0848635,0.133912,0.0314503
10.646,-0.0804319,0.137695,0.0194361
10.764,-0.0748186,0.140755,0.00800608
10.882,-0.0689802,0.143146,-0.00124968
11,-0.0651357,0.144738,-0.00562356
11.116,-0.0639157,0.145447,-0.00513588
11.232,-0.0638721,0.145926,-0.00290068
11.346,-0.0644811,0.146687,-0.0014732
11.463,-0.0655238,0.148338,-0.00465328
11.578,-0.0668668,0.150691,-0.0133502
11.695,-0.0674738,0.153476,-0.024699
11.812,-0.0668551,0.155731,-0.0338226
11.929,-0.0650681,0.15711,-0.0385216
12.045,-0.062903,0.157516,-0.0388264
12.162,-0.0609586,0.157091,-0.0357581
12.282,-0.0599404,0.156141,-0.0301854
12.401,-0.060445,0.155618,-0.0261112
12.522,-0.0621683,0.156219,-0.0250088
12.639,-0.0644111,0.157773,-0.0281026
12.757,-0.0661847,0.160109,-0.0335128
12.875,-0.0662049,0.162611,-0.0397307
12.996,-0.0646967,0.164502,-0.0447243
13.115,-0.0625553,0.165862,-0.0477266
13.233,-0.0608411,0.166814,-0.0488899
13.35,-0.0602302,0.167409,-0.048641
13.469,-0.0607649,0.16787,-0.0480365
13.586,-0.0613675,0.168321,-0.0464058
13.7,-0.0615236,0.168756,-0.0448869
13.815,-0.0621448,0.169561,-0.0446837
13.93,-0.0630808,0.170971,-0.0470256
14.046,-0.0634153,0.172198,-0.0496367
14.163,-0.0627804,0.172872,-0.050988
14.278,-0.0615286,0.172745,-0.049911
14.396,-0.0599541,0.172014,-0.047178
14.512,-0.0587453,0.170869,-0.0435762
14.631,-0.0585397,0.169673,-0.040005
14.746,-0.0591514,0.169026,-0.0381051
14.865,-0.0599028,0.16941,-0.0398374
14.979,-0.0603058,0.170453,-0.0432206
15.094,-0.0600088,0.172182,-0.0489915
15.213,-0.0593954,0.173844,-0.0549961
15.333,-0.0585847,0.175067,-0.059055
15.447,-0.0579908,0.175801,-0.0607974
15.561,-0.0576704,0.176315,-0.0611378
15.676,-0.0577251,0.176575,-0.0606044
15.795,-0.0579878,0.176644,-0.0584302
15.91,-0.0580304,0.17671,-0.0560984
16.031,-0.0586465,0.177019,-0.0536346
16.151,-0.0597791,0.177764,-0.0523037
16.272,-0.0601951,0.178602,-0.0513893
16.389,-0.0599427,0.179074,-0.0504139
16.501,-0.0595825,0.179173,-0.0495198
16.615,-0.0593452,0.179169,-0.0492201
16.73,-0.0592285,0.179138,-0.0492354
16.849,-0.0591974,0.179129,-0.0492404
16.962,-0.0591537,0.17913,-0.0492303
17.076,-0.0590432,0.179101,-0.0491998
17.193,-0.0589327,0.179072,-0.0491744
17.309,-0.0588222,0.179042,-0.0491134
17.424,-0.0586887,0.17897,-0.048961
17.539,-0.05852,0.178852,-0.0487324
17.652,-0.058445,0.178734,-0.0484581
17.767,-0.0585511,0.178617,-0.048199
17.886,-0.0587555,0.178513,-0.0478739
17.999,-0.0590799,0.17842,-0.0475082
18.114,-0.0595337,0.178337,-0.0469849
18.228,-0.060032,0.178308,-0.0463296
18.348,-0.0604952,0.17845,-0.0458267
18.462,-0.0607448,0.1787,-0.0455778
18.577,-0.0607419,0.178935,-0.0454304
18.69,-0.0606106,0.179084,-0.045273
18.806,-0.0604465,0.179099,-0.0449834
18.921,-0.0603485,0.179074,-0.0446989
19.033,-0.0602565,0.179064,-0.0444856
19.15,-0.0601457,0.179061,-0.0443332
19.262,-0.0600893,0.179084,-0.0442722
19.378,-0.0600377,0.179092,-0.0442163
19.493,-0.0599022,0.179069,-0.0440893
19.611,-0.059664,0.179009,-0.0438302
19.723,-0.0594886,0.178928,-0.043561
19.836,-0.059427,0.178858,-0.043368
19.949,-0.0594319,0.178843,-0.0433222
20.059,-0.0593852,0.178836,-0.0433172
20.177,-0.0593119,0.178831,-0.0432816
20.291,-0.0592932,0.178825,-0.0432613
20.405,-0.0592934,0.178812,-0.043241
20.516,-0.0592873,0.178797,-0.0431952
20.626,-0.0592925,0.178756,-0.0430276
20.739,-0.0593374,0.178664,-0.0426517
20.854,-0.0594687,0.178528,-0.0420675
20.967,-0.0595903,0.178422,-0.0415138
21.079,-0.0597109,0.178395,-0.0411734
21.189,-0.0600065,0.178462,-0.0412039
21.301,-0.0606683,0.178701,-0.042164
21.416,-0.0612451,0.179133,-0.0432105
21.526,-0.0615521,0.179589,-0.0441096
21.64,-0.0613896,0.179916,-0.0446278
21.754,-0.061126,0.179902,-0.0446735
21.864,-0.0609445,0.179794,-0.0445668
21.973,-0.0608191,0.179702,-0.0445262
22.084,-0.0607492,0.179666,-0.0445364
22.197,-0.0606824,0.179637,-0.0445262
22.31,-0.060522,0.179607,-0.0444957
22.422,-0.0603975,0.179571,-0.0445211
22.537,-0.0603523,0.179567,-0.0445567
22.652,-0.0602399,0.179574,-0.0446329
22.767,-0.0598117,0.179614,-0.0449123
22.878,-0.0594224,0.179669,-0.0454304
22.991,-0.0593183,0.179776,-0.0459791
23.103,-0.0593501,0.179868,-0.0461823
23.216,-0.059303,0.1799,-0.0461467
23.327,-0.0591589,0.179937,-0.0459892
23.441,-0.0591491,0.17998,-0.0457657
23.554,-0.0593393,0.180016,-0.045339
23.666,-0.0595955,0.179998,-0.0444652
23.782,-0.0598723,0.179951,-0.0435153
23.899,-0.0603773,0.17987,-0.0422808
24.014,-0.0613316,0.180109,-0.0417373
24.13,-0.0617886,0.180659,-0.0427431
24.242,-0.0612098,0.18152,-0.0443281
24.357,-0.0599438,0.182777,-0.0463906
24.469,-0.0583899,0.184094,-0.0482651
24.579,-0.0568709,0.185084,-0.0494335
24.693,-0.0554899,0.185745,-0.0496621
24.806,-0.0539373,0.186048,-0.0488391
24.924,-0.051887,0.186119,-0.0476758
25.042,-0.0496254,0.186062,-0.0470154
25.158,-0.0471116,0.186001,-0.0472288
25.275,-0.0439276,0.185852,-0.049088
25.389,-0.0399558,0.185452,-0.0515518
25.504,-0.0349542,0.184781,-0.05493
25.617,-0.0294588,0.183958,-0.0581762
25.735,-0.0239713,0.183042,-0.0607162
25.848,-0.0190061,0.181955,-0.061915
25.961,-0.0142657,0.1806,-0.061402
26.077,-0.00947811,0.179081,-0.0594106
26.19,-0.00523794,0.177757,-0.057465
26.309,-0.00229507,0.177131,-0.0563677
26.425,-0.00152519,0.17721,-0.0568808
26.54,-0.00235152,0.177652,-0.0582473
26.652,-0.00369025,0.178422,-0.0590499
26.766,-0.00484926,0.179508,-0.0595579
26.883,-0.00564603,0.180746,-0.0592785
27.001,-0.00628246,0.181861,-0.0578053
27.116,-0.00677251,0.182601,-0.0564337
27.233,-0.0072193,0.18293,-0.0549148
27.348,-0.00760799,0.183013,-0.0541376
27.462,-0.00766468,0.183049,-0.0542595
27.578,-0.00752649,0.183115,-0.0551332
27.694,-0.00740393,0.183426,-0.0564337
27.812,-0.00703432,0.184049,-0.058359
27.926,-0.00675514,0.184448,-0.059944
28.039,-0.00666242,0.184636,-0.0607365
28.155,-0.00661309,0.184692,-0.0608482
28.272,-0.00661146,0.184702,-0.0608533
28.388,-0.00653052,0.184747,-0.0608838
28.503,-0.00648131,0.184775,-0.0609041
28.621,-0.00644638,0.184797,-0.0609143
28.734,-0.00640826,0.184826,-0.06096
28.854,-0.0062591,0.184906,-0.061087
28.971,-0.00477536,0.184883,-0.061275
29.088,0.000942591,0.184527,-0.0617169
29.205,0.012643,0.182897,-0.0630733
29.324,0.0306138,0.178385,-0.0657149
29.441,0.0523832,0.170472,-0.0696011
29.556,0.0733073,0.159011,-0.0746608
29.674,0.0912873,0.142426,-0.0800354
29.792,0.0990217,0.121868,-0.0808736
29.908,0.0986725,0.0967269,-0.0786587
30.026,0.0989757,0.0728385,-0.0692048
30.142,0.0989412,0.04815,-0.0581863
30.26,0.0990447,0.02692,-0.0478434
30.378,0.0990586,0.00709889,-0.0434391
30.493,0.0991252,-0.0107999,-0.0452171
30.61,0.0990793,-0.027613,-0.0500126
30.724,0.0991106,-0.044029,-0.0551078
30.841,0.0990669,-0.0604897,-0.0587705
30.955,0.0989981,-0.0760354,-0.058547
31.073,0.0988892,-0.0917559,-0.0526186
31.189,0.0987081,-0.10786,-0.0429514
31.304,0.0980489,-0.124553,-0.0326644
31.424,0.093938,-0.141326,-0.024826
31.539,0.0852311,-0.154784,-0.0183693
31.656,0.0715754,-0.162213,-0.0119177
31.773,0.0534572,-0.162301,-0.00464312
31.888,0.0325714,-0.155408,0.0044958
32.007,0.00832733,-0.142204,0.015301
32.123,-0.0176981,-0.123801,0.0225349
32.238,-0.0455277,-0.100708,0.0184302
32.358,-0.0739974,-0.0740187,0.00875792
32.477,-0.100185,-0.0469331,0.0008636
32.594,-0.122192,-0.0198456,0.00102616
32.711,-0.139079,0.00785467,0.00946912
32.831,-0.150901,0.036666,0.0212852
32.954,-0.156053,0.067381,0.0324714
33.07,-0.157423,0.0963366,0.040325
33.186,-0.156669,0.125242,0.0460502
33.897,-0.0502263,0.239101,0.0258674
34.018,-0.018961,0.25273,0.0144018
34.139,0.0115901,0.266584,0.00746252
34.254,0.0399632,0.27701,0.00836168
34.374,0.0700358,0.282849,0.0136652
34.491,0.0876078,0.277778,0.0210972
34.611,0.0923651,0.265402,0.0204572
34.729,0.0960858,0.258141,0.0126035
34.845,0.0967277,0.256692,0.00126492
34.962,0.093541,0.262724,-0.00907796
35.083,0.084377,0.27411,-0.0153924
35.203,0.0685634,0.288569,-0.0139598
35.325,0.0498116,0.299844,-0.0060198
35.442,0.0387554,0.294324,0.00526288
35.561,0.0236914,0.286095,0.016698
35.677,0.00476203,0.275765,0.027879
35.796,-0.0178449,0.263403,0.0365354
35.913,-0.0425494,0.249912,0.0408076
36.029,-0.0675132,0.23626,0.0413563
36.147,-0.0913841,0.223224,0.0390601
36.266,-0.111502,0.212208,0.0379882
36.384,-0.126275,0.204147,0.0417424
36.505,-0.135763,0.198084,0.0507441
36.625,-0.141378,0.192069,0.062799
36.743,-0.14435,0.184847,0.0733146
36.863,-0.146561,0.1753,0.077023
36.978,-0.14801,0.163084,0.0724256
37.096,-0.148617,0.147254,0.0645058
37.212,-0.150268,0.128945,0.0566776
37.336,-0.152169,0.107328,0.0509067
37.453,-0.152292,0.0854106,0.0478079
37.573,-0.149478,0.0628355,0.0458165
37.693,-0.14365,0.0412098,0.0425348
37.81,-0.135621,0.0216139,0.0368503
37.93,-0.125763,0.00310963,0.0296875
38.049,-0.114596,-0.0159915,0.023429
38.168,-0.100882,-0.0351874,0.0187808
38.286,-0.084125,-0.0530765,0.0148133
38.407,-0.0661969,-0.0701683,0.0107188
38.523,-0.0495421,-0.0858326,0.00697992
38.64,-0.033059,-0.100615,0.00407924
38.759,-0.0163472,-0.11453,0.0028448
38.878,0.000202236,-0.127475,0.00351028
38.995,0.0163966,-0.139198,0.0058674
39.118,0.0330636,-0.150284,0.00791972
39.236,0.0488468,-0.160258,0.00940308
39.353,0.0643231,-0.169044,0.0100178
39.471,0.0800215,-0.176926,0.00919988
39.591,0.0962004,-0.184891,0.0071374
39.713,0.0990914,-0.190503,0.00575564
39.832,0.0973309,-0.188018,0.00229616
39.952,0.0990435,-0.186167,0.000127
40.071,0.0988153,-0.18474,-0.0010922
40.193,0.0988416,-0.181177,-0.00287528
40.314,0.0989769,-0.175308,-0.0080264
40.436,0.0990686,-0.165326,-0.0191516
40.558,0.099095,-0.152445,-0.031308
40.681,0.0990948,-0.139751,-0.0436626
40.802,0.0991156,-0.128666,-0.0557225
40.921,0.0991458,-0.117882,-0.0675843
41.045,0.0991486,-0.10597,-0.0788772
41.164,0.0991045,-0.0932904,-0.0876808
41.284,0.0990935,-0.0790967,-0.0932282
41.402,0.0990906,-0.0640927,-0.0950214
41.523,0.0991015,-0.048689,-0.0938428
41.642,0.0990911,-0.0337391,-0.0901344
41.759,0.099146,-0.0195956,-0.0872287
41.88,0.099202,-0.00554232,-0.0834695
41.994,0.0991284,0.0072063,-0.080645
42.114,0.0992075,0.0203445,-0.0783996
42.232,0.0991907,0.0329556,-0.0764845
42.348,0.0991537,0.0448894,-0.0747776
42.47,0.0991079,0.0572148,-0.072898
42.591,0.099068,0.069829,-0.070678
42.709,0.0990257,0.0821148,-0.0685444
42.827,0.0989959,0.0942143,-0.0668579
42.947,0.0989829,0.106323,-0.0659028
43.071,0.0989905,0.118694,-0.0654355
43.19,0.0989779,0.130718,-0.0645668
43.314,0.0989702,0.14461,-0.0618693
43.429,0.0989095,0.159428,-0.0566369
43.552,0.0988873,0.175794,-0.0488747
43.673,0.0987676,0.191635,-0.0413055
43.793,0.0987933,0.206502,-0.0350063
43.909,0.0987568,0.21878,-0.030033
44.028,0.0986835,0.229495,-0.0251003
44.149,0.0986006,0.238141,-0.0197561
44.269,0.0976862,0.245446,-0.0139497
44.39,0.0945754,0.252538,-0.0076962
44.509,0.088393,0.259481,-0.00154432
45.215,0.00940181,0.278249,0.0346202
45.334,-0.00296944,0.271459,0.0387858
45.448,-0.0165988,0.264089,0.0393649
45.569,-0.0327461,0.255268,0.0359562
45.686,-0.0502887,0.245684,0.0311455
45.802,-0.0681407,0.235893,0.0271932
45.919,-0.0854949,0.226441,0.0283667
46.042,-0.102484,0.217147,0.035052
46.16,-0.116881,0.209223,0.0440538
46.277,-0.126802,0.20299,0.0521818
46.397,-0.133128,0.197592,0.0582574
46.513,-0.137788,0.191943,0.0626516
46.629,-0.142079,0.184448,0.0660044
46.747,-0.146214,0.174059,0.0682244
46.865,-0.150289,0.160555,0.0694233
46.985,-0.153645,0.143804,0.0694131
47.105,-0.155722,0.124779,0.0670154
47.224,-0.156618,0.104492,0.0631393
47.341,-0.15587,0.0841979,0.0577139
47.464,-0.153051,0.0640804,0.0518414
47.583,-0.148715,0.0459283,0.0477215
47.701,-0.143839,0.0287964,0.0463601
47.813,-0.138356,0.0138766,0.0472643
47.936,-0.130156,-0.000983632,0.0492506
48.053,-0.121079,-0.0140832,0.0508965
48.174,-0.11197,-0.0271224,0.0515163
48.293,-0.102867,-0.0396377,0.0500634
48.415,-0.0923785,-0.052139,0.047117
48.535,-0.081001,-0.0642167,0.0430987
48.655,-0.0684336,-0.07693,0.0383591
48.781,-0.0530631,-0.0899337,0.0332486
48.899,-0.036902,-0.102121,0.0287376
49.016,-0.0202903,-0.115013,0.024445
49.134,-0.00249287,-0.128495,0.0193853
49.249,0.0174057,-0.140797,0.0124917
49.365,0.039007,-0.151649,0.00327152
49.476,0.0602919,-0.160509,-0.00765048
49.6,0.0827102,-0.169048,-0.020005
49.721,0.0998325,-0.17477,-0.0318567
49.844,0.0984838,-0.171274,-0.042606
49.966,0.0941547,-0.160839,-0.0505003
50.086,0.0968729,-0.142334,-0.0614477
50.202,0.0988735,-0.121014,-0.0726897
50.321,0.0985217,-0.0956156,-0.0838708
50.44,0.0987252,-0.0682782,-0.0943762
50.557,0.0987635,-0.0414701,-0.10253
50.679,0.0987285,-0.0142224,-0.107056
50.798,0.098776,0.00919559,-0.106705
50.92,0.0987824,0.029775,-0.101844
51.042,0.0988696,0.0471285,-0.0952449
51.159,0.098911,0.0611197,-0.0864819
51.27,0.0988937,0.0725866,-0.0780898
51.385,0.0989163,0.0830199,-0.0714502
51.507,0.0989116,0.0920449,-0.0684682
51.62,0.0989152,0.098865,-0.0701446
51.74,0.098901,0.104562,-0.0742493
51.859,0.0988548,0.109526,-0.0788467
51.975,0.0988607,0.113763,-0.082108
52.099,0.0988717,0.117749,-0.0829615
